age,workclass,education_num,marital_status,occupation,race,sex,hours_per_week,native_country,income
59, Federal-gov,10, Never-married, Exec-managerial, Black, Female,40, United-States, <=50K
65, Private,9, Married-civ-spouse, Craft-repair, White, Male,30, United-States, <=50K
24, State-gov,13, Never-married, Adm-clerical, White, Female,65, United-States, <=50K
27, Local-gov,13, Never-married, Prof-specialty, White, Male,35, United-States, <=50K
51, Private,11, Divorced, Other-service, White, Male,40, United-States, <=50K
48, Private,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
39, Private,9, Married-civ-spouse, Transport-moving, White, Male,60, United-States, <=50K
28, Private,13, Married-civ-spouse, Tech-support, White, Male,40, United-States, <=50K
19, Private,10, Never-married, Other-service, White, Female,25, United-States, <=50K
49, Local-gov,13, Divorced, Prof-specialty, Black, Female,40, United-States, <=50K
51, Local-gov,12, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, <=50K
59, Private,14, Married-civ-spouse, Prof-specialty, White, Male,55, United-States, <=50K
18, Private,9, Never-married, Machine-op-inspct, White, Female,40, Dominican-Republic, <=50K
50, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, ?, <=50K
45, Federal-gov,9, Married-civ-spouse, Adm-clerical, Black, Male,80, United-States, >50K
30, Local-gov,13, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
37, Private,13, Divorced, Craft-repair, White, Male,35, United-States, <=50K
44, Private,13, Never-married, Other-service, White, Male,40, United-States, >50K
33, Private,10, Married-civ-spouse, Craft-repair, Black, Male,40, United-States, <=50K
61, Self-emp-inc,14, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
61, Local-gov,9, Married-civ-spouse, Protective-serv, White, Male,40, United-States, <=50K
38, Private,13, Married-civ-spouse, Sales, White, Male,42, United-States, >50K
22, ?,10, Never-married, ?, White, Male,30, United-States, <=50K
36, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male,45, United-States, <=50K
44, Self-emp-inc,10, Married-civ-spouse, Sales, White, Male,60, United-States, >50K
37, Private,10, Separated, Adm-clerical, White, Male,62, United-States, <=50K
31, Private,10, Divorced, Craft-repair, White, Female,20, United-States, <=50K
54, Private,16, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K
20, Private,10, Never-married, Other-service, White, Male,16, United-States, <=50K
63, ?,13, Widowed, ?, White, Female,40, United-States, >50K
48, Self-emp-not-inc,10, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Male,40, United-States, >50K
33, ?,9, Divorced, ?, Asian-Pac-Islander, Female,41, China, <=50K
31, Private,13, Divorced, Exec-managerial, White, Male,45, United-States, <=50K
38, Private,15, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
45, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
48, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
53, Private,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
55, Private,9, Widowed, Adm-clerical, White, Female,40, United-States, <=50K
38, Private,14, Married-civ-spouse, Transport-moving, White, Male,72, ?, >50K
29, Private,9, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
36, Private,13, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, >50K
42, Self-emp-not-inc,10, Married-civ-spouse, Farming-fishing, White, Male,60, United-States, <=50K
50, Private,9, Divorced, Adm-clerical, White, Female,40, England, <=50K
75, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty, White, Male,35, United-States, <=50K
46, Private,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
52, Federal-gov,9, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
27, Private,13, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
43, Private,9, Married-civ-spouse, Craft-repair, White, Male,45, United-States, <=50K
31, Private,7, Separated, Other-service, Black, Female,42, United-States, <=50K
23, Private,10, Never-married, Sales, White, Female,30, United-States, <=50K
34, Private,9, Never-married, Sales, White, Female,24, United-States, <=50K
41, Self-emp-not-inc,9, Married-civ-spouse, Sales, White, Female,40, Cuba, <=50K
31, Private,9, Never-married, Other-service, White, Female,30, United-States, <=50K
42, Private,10, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
35, Private,14, Never-married, Prof-specialty, White, Male,45, United-States, >50K
55, Private,9, Separated, Adm-clerical, White, Female,25, United-States, <=50K
36, State-gov,9, Widowed, Exec-managerial, White, Female,40, United-States, <=50K
65, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, White, Male,59, United-States, >50K
38, Local-gov,10, Never-married, Other-service, White, Male,12, United-States, <=50K
62, Private,10, Widowed, Other-service, White, Female,20, United-States, <=50K
54, Self-emp-inc,15, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, >50K
49, Private,9, Divorced, Adm-clerical, White, Male,40, United-States, <=50K
34, Private,9, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, <=50K
32, Private,9, Never-married, Handlers-cleaners, White, Female,40, United-States, <=50K
51, Self-emp-inc,14, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
48, Self-emp-not-inc,10, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, <=50K
30, Private,9, Married-civ-spouse, Adm-clerical, White, Male,40, ?, <=50K
52, Federal-gov,9, Divorced, Adm-clerical, White, Female,43, United-States, <=50K
28, Self-emp-not-inc,10, Never-married, Transport-moving, White, Male,40, United-States, <=50K
29, Private,9, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,40, United-States, <=50K
38, Private,13, Never-married, Adm-clerical, White, Female,50, United-States, <=50K
57, Private,9, Married-civ-spouse, Sales, White, Male,50, United-States, >50K
43, Federal-gov,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
37, State-gov,10, Separated, Adm-clerical, White, Male,40, United-States, <=50K
30, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
53, Private,9, Married-civ-spouse, Transport-moving, White, Male,48, United-States, >50K
69, ?,11, Widowed, ?, White, Female,1, United-States, <=50K
73, Private,9, Widowed, Other-service, White, Female,37, United-States, <=50K
22, Self-emp-inc,10, Never-married, Craft-repair, White, Male,35, United-States, <=50K
31, Private,9, Never-married, Sales, White, Female,45, United-States, <=50K
38, Private,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
50, Self-emp-not-inc,10, Married-civ-spouse, Craft-repair, White, Male,35, United-States, <=50K
37, Private,10, Married-civ-spouse, Adm-clerical, White, Male,37, United-States, <=50K
44, Local-gov,13, Divorced, Protective-serv, White, Male,40, United-States, <=50K
47, Private,13, Never-married, Exec-managerial, Black, Female,45, United-States, <=50K
27, Private,10, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K
28, Private,12, Never-married, Other-service, White, Female,80, United-States, <=50K
25, Private,9, Never-married, Tech-support, Black, Female,40, United-States, <=50K
20, Private,10, Never-married, Other-service, White, Female,40, United-States, <=50K
51, Local-gov,13, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K
46, Private,13, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
67, Private,13, Married-civ-spouse, Protective-serv, White, Male,7, United-States, >50K
47, Private,9, Married-civ-spouse, Transport-moving, White, Male,35, United-States, <=50K
42, Private,9, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
52, Private,9, Never-married, Sales, White, Male,50, United-States, <=50K
42, Federal-gov,12, Divorced, Prof-specialty, Asian-Pac-Islander, Female,40, Philippines, >50K
65, ?,9, Married-civ-spouse, ?, White, Male,40, United-States, >50K
21, Private,10, Never-married, Farming-fishing, Black, Male,10, United-States, <=50K
50, Private,9, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, >50K
46, Private,10, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
47, Self-emp-not-inc,13, Married-civ-spouse, Sales, White, Male,50, United-States, >50K
57, Private,6, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K
37, Private,13, Never-married, Exec-managerial, White, Male,45, United-States, <=50K
50, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
58, ?,8, Married-civ-spouse, ?, White, Male,40, United-States, <=50K
63, Self-emp-not-inc,2, Widowed, Other-service, White, Female,30, El-Salvador, <=50K
39, Private,9, Married-civ-spouse, Transport-moving, White, Male,65, United-States, <=50K
46, Private,14, Married-civ-spouse, Prof-specialty, Black, Male,35, United-States, <=50K
36, Private,9, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
26, Private,3, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
21, Private,10, Never-married, Other-service, White, Male,57, United-States, <=50K
41, Private,12, Married-civ-spouse, Tech-support, White, Male,40, United-States, <=50K
44, Local-gov,10, Never-married, Other-service, Black, Male,40, United-States, <=50K
22, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
29, Federal-gov,10, Never-married, Armed-Forces, Black, Male,60, United-States, <=50K
29, Private,9, Never-married, Other-service, Black, Female,40, Japan, <=50K
58, Self-emp-inc,10, Married-civ-spouse, Transport-moving, White, Female,40, United-States, >50K
36, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, <=50K
30, Private,11, Married-civ-spouse, Exec-managerial, White, Male,48, United-States, <=50K
37, Private,13, Married-civ-spouse, Machine-op-inspct, White, Male,43, United-States, >50K
29, Private,11, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
26, Private,3, Never-married, Adm-clerical, White, Female,40, Mexico, <=50K
43, Private,9, Married-civ-spouse, Sales, White, Male,45, United-States, <=50K
49, Private,9, Married-civ-spouse, Craft-repair, White, Female,40, United-States, >50K
45, Federal-gov,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
28, Private,13, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
20, ?,10, Never-married, ?, White, Female,25, United-States, <=50K
51, Private,9, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
32, Private,10, Married-civ-spouse, Handlers-cleaners, White, Male,50, Canada, >50K
24, Private,9, Never-married, Machine-op-inspct, White, Female,40, United-States, <=50K
35, Private,16, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
35, ?,12, Never-married, ?, White, Male,55, United-States, <=50K
41, State-gov,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
48, Private,13, Married-civ-spouse, Craft-repair, White, Male,45, United-States, >50K
61, Local-gov,9, Widowed, Adm-clerical, White, Female,35, United-States, <=50K
20, Private,10, Never-married, Adm-clerical, White, Male,30, United-States, <=50K
27, Private,9, Never-married, Sales, White, Male,50, United-States, >50K
55, Private,10, Married-civ-spouse, Transport-moving, White, Male,24, United-States, >50K
39, Private,9, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K
17, ?,6, Never-married, ?, White, Male,20, United-States, <=50K
47, Private,9, Married-civ-spouse, Handlers-cleaners, White, Male,40, ?, <=50K
52, Private,9, Widowed, Other-service, Asian-Pac-Islander, Female,40, India, >50K
24, Private,9, Never-married, Sales, Black, Female,20, United-States, <=50K
29, Private,7, Never-married, Other-service, Black, Female,40, United-States, <=50K
25, Private,9, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
20, Private,10, Never-married, Machine-op-inspct, White, Female,40, United-States, <=50K
23, Private,9, Never-married, Machine-op-inspct, Black, Male,35, United-States, <=50K
57, Private,15, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, <=50K
51, Private,11, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
33, Private,10, Never-married, Prof-specialty, White, Female,16, United-States, <=50K
39, Private,13, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
40, Private,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
71, Private,13, Divorced, Tech-support, White, Female,16, United-States, <=50K
38, State-gov,10, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
28, State-gov,15, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
57, Private,14, Married-spouse-absent, Prof-specialty, White, Female,40, United-States, <=50K
47, Private,10, Divorced, Adm-clerical, White, Male,40, United-States, <=50K
59, State-gov,9, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
26, Private,9, Never-married, Sales, Other, Male,40, United-States, <=50K
35, Private,13, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
61, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, White, Male,50, Germany, >50K
17, ?,7, Never-married, ?, White, Female,30, United-States, <=50K
36, Private,13, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,60, ?, >50K
62, ?,4, Married-civ-spouse, ?, White, Male,50, United-States, <=50K
34, Private,10, Never-married, Prof-specialty, White, Male,50, United-States, >50K
32, Self-emp-inc,13, Married-civ-spouse, Craft-repair, White, Male,50, United-States, >50K
42, Private,9, Separated, Sales, White, Female,40, United-States, <=50K
39, Private,10, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
58, Private,3, Divorced, Machine-op-inspct, Black, Male,40, United-States, <=50K
61, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, White, Male,60, United-States, >50K
40, Private,6, Never-married, Craft-repair, Black, Male,55, United-States, <=50K
31, Private,13, Never-married, Tech-support, White, Male,37, United-States, <=50K
36, Private,9, Never-married, Sales, White, Male,50, United-States, <=50K
23, Private,10, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
33, Private,9, Never-married, Craft-repair, White, Male,41, United-States, <=50K
52, Private,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
22, Private,9, Never-married, Other-service, White, Female,24, United-States, <=50K
51, Private,10, Divorced, Sales, White, Female,40, Italy, <=50K
31, Federal-gov,11, Never-married, Exec-managerial, White, Female,40, United-States, <=50K
49, Self-emp-inc,9, Divorced, Exec-managerial, White, Female,40, United-States, <=50K
49, Private,9, Married-civ-spouse, Machine-op-inspct, Black, Female,40, United-States, <=50K
53, Federal-gov,10, Widowed, Adm-clerical, Black, Female,40, United-States, <=50K
52, Private,9, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,40, Japan, >50K
20, Private,6, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
26, Private,12, Never-married, Other-service, Black, Male,40, United-States, <=50K
61, ?,9, Married-civ-spouse, ?, White, Male,6, United-States, <=50K
43, Private,14, Never-married, Other-service, White, Female,30, Poland, <=50K
46, Self-emp-inc,13, Married-civ-spouse, Sales, White, Male,52, United-States, <=50K
43, Local-gov,11, Never-married, Adm-clerical, White, Female,35, United-States, <=50K
41, Private,9, Divorced, Sales, Black, Female,40, United-States, <=50K
44, Self-emp-not-inc,9, Married-civ-spouse, Transport-moving, White, Male,55, United-States, <=50K
54, Private,9, Married-civ-spouse, Farming-fishing, White, Male,40, United-States, <=50K
65, Private,14, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
32, Private,13, Divorced, Exec-managerial, White, Female,40, Canada, <=50K
25, Private,10, Separated, Adm-clerical, White, Male,40, United-States, <=50K
23, Private,13, Never-married, Sales, White, Male,50, United-States, <=50K
25, Local-gov,13, Never-married, Prof-specialty, White, Male,45, United-States, <=50K
19, Private,10, Never-married, Handlers-cleaners, White, Male,50, United-States, <=50K
37, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, <=50K
45, Private,10, Never-married, Machine-op-inspct, White, Male,45, United-States, <=50K
37, Private,9, Never-married, Sales, Black, Male,44, United-States, <=50K
40, Self-emp-not-inc,10, Divorced, Exec-managerial, White, Male,70, Iran, >50K
19, ?,10, Never-married, ?, White, Male,40, United-States, <=50K
17, Private,7, Never-married, Other-service, White, Male,5, United-States, <=50K
27, Private,13, Never-married, Tech-support, White, Female,40, United-States, <=50K
40, Local-gov,4, Married-civ-spouse, Craft-repair, Black, Male,40, ?, >50K
59, Private,9, Divorced, Sales, White, Female,30, United-States, <=50K
19, Federal-gov,9, Never-married, Adm-clerical, Black, Female,40, United-States, <=50K
43, Private,6, Never-married, Machine-op-inspct, Black, Male,40, United-States, <=50K
42, Private,6, Never-married, Transport-moving, White, Male,40, United-States, >50K
54, Private,9, Married-civ-spouse, Transport-moving, Black, Male,40, United-States, <=50K
54, Self-emp-not-inc,14, Married-civ-spouse, Sales, White, Male,50, United-States, <=50K
51, Private,6, Married-civ-spouse, Handlers-cleaners, White, Male,45, United-States, <=50K
50, Private,9, Married-civ-spouse, Transport-moving, White, Male,60, United-States, >50K
40, Private,9, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
55, Private,12, Married-civ-spouse, Tech-support, White, Male,25, United-States, <=50K
50, Private,9, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
31, Private,9, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
42, ?,9, Divorced, ?, Black, Female,32, United-States, <=50K
24, Private,9, Married-civ-spouse, Other-service, White, Male,45, United-States, >50K
30, Private,7, Divorced, Sales, White, Male,40, United-States, <=50K
39, Local-gov,12, Married-civ-spouse, Craft-repair, White, Female,50, United-States, >50K
37, Private,9, Divorced, Transport-moving, White, Male,50, United-States, <=50K
33, Private,9, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
48, Private,9, Widowed, Other-service, White, Female,40, United-States, <=50K
43, Self-emp-inc,9, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male,78, Thailand, <=50K
39, Private,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
53, Private,10, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
52, Self-emp-not-inc,6, Married-civ-spouse, Exec-managerial, White, Male,60, United-States, <=50K
28, State-gov,10, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male,20, United-States, <=50K
32, Private,9, Never-married, Other-service, White, Male,52, United-States, <=50K
31, Private,13, Married-civ-spouse, Sales, Black, Male,90, United-States, >50K
31, Private,13, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, >50K
47, Private,10, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
19, ?,10, Never-married, ?, White, Male,50, United-States, <=50K
40, Private,11, Married-civ-spouse, Handlers-cleaners, Black, Male,40, United-States, <=50K
40, Private,12, Never-married, Adm-clerical, White, Female,45, United-States, <=50K
41, Private,7, Divorced, Other-service, White, Male,40, United-States, <=50K
53, Federal-gov,9, Married-civ-spouse, Adm-clerical, Black, Male,40, United-States, <=50K
46, Private,7, Divorced, Machine-op-inspct, Amer-Indian-Eskimo, Male,43, Germany, <=50K
45, Self-emp-inc,13, Married-civ-spouse, Farming-fishing, White, Male,35, United-States, >50K
39, Private,5, Married-civ-spouse, Other-service, Black, Female,34, United-States, <=50K
19, Private,9, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K
57, Private,9, Married-civ-spouse, Transport-moving, White, Male,40, United-States, >50K
49, Private,11, Married-civ-spouse, Machine-op-inspct, White, Female,40, Peru, <=50K
59, Private,9, Divorced, Exec-managerial, White, Female,40, United-States, <=50K
32, Private,11, Divorced, Sales, White, Male,50, United-States, >50K
18, ?,10, Never-married, ?, White, Female,15, United-States, <=50K
35, State-gov,10, Never-married, Protective-serv, Black, Male,40, United-States, <=50K
58, Self-emp-inc,6, Married-civ-spouse, Transport-moving, White, Female,40, United-States, <=50K
28, Private,13, Never-married, Other-service, White, Male,43, Mexico, <=50K
36, Federal-gov,12, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, >50K
41, Self-emp-not-inc,14, Divorced, Prof-specialty, White, Female,35, United-States, <=50K
47, Private,9, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
50, Self-emp-inc,9, Married-civ-spouse, Craft-repair, White, Male,60, United-States, <=50K
61, ?,9, Married-civ-spouse, ?, White, Male,16, United-States, <=50K
36, Private,9, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
38, Private,11, Divorced, Craft-repair, White, Male,40, United-States, <=50K
56, Self-emp-not-inc,9, Married-civ-spouse, Other-service, White, Male,60, United-States, >50K
50, Private,11, Married-civ-spouse, Transport-moving, White, Male,45, United-States, <=50K
45, Self-emp-not-inc,10, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
44, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, White, Male,66, United-States, <=50K
51, Private,10, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
44, Self-emp-inc,10, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
25, Private,9, Divorced, Craft-repair, White, Male,50, United-States, <=50K
60, Private,7, Widowed, Transport-moving, Black, Male,40, United-States, <=50K
17, ?,6, Never-married, ?, White, Male,30, United-States, <=50K
49, Self-emp-inc,14, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
46, Private,9, Married-civ-spouse, Craft-repair, Black, Male,60, United-States, >50K
56, Private,9, Widowed, Adm-clerical, Black, Female,38, United-States, <=50K
25, Private,9, Divorced, Craft-repair, White, Male,45, United-States, <=50K
22, Private,10, Never-married, Transport-moving, White, Male,40, United-States, <=50K
76, ?,9, Widowed, ?, Black, Female,2, United-States, <=50K
41, Self-emp-inc,15, Married-civ-spouse, Prof-specialty, White, Male,60, United-States, >50K
48, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
46, Private,6, Never-married, Machine-op-inspct, Black, Male,40, United-States, <=50K
30, Private,10, Never-married, Craft-repair, White, Male,40, United-States, >50K
39, Private,9, Married-civ-spouse, Transport-moving, White, Male,40, United-States, >50K
40, Private,6, Divorced, Craft-repair, Amer-Indian-Eskimo, Male,40, United-States, <=50K
70, Federal-gov,9, Married-civ-spouse, Adm-clerical, Black, Male,40, United-States, <=50K
35, Private,10, Married-civ-spouse, Craft-repair, White, Male,45, United-States, <=50K
49, Private,14, Divorced, Exec-managerial, White, Female,75, United-States, <=50K
24, Private,11, Never-married, Protective-serv, White, Male,60, United-States, <=50K
40, Private,12, Married-civ-spouse, Prof-specialty, White, Male,36, United-States, >50K
61, Private,15, Married-civ-spouse, Transport-moving, White, Male,5, United-States, >50K
25, Private,13, Never-married, Prof-specialty, Asian-Pac-Islander, Male,40, United-States, <=50K
28, Local-gov,13, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
69, State-gov,14, Married-civ-spouse, Prof-specialty, White, Male,11, United-States, <=50K
22, Private,10, Never-married, Handlers-cleaners, White, Female,36, United-States, <=50K
47, Private,9, Married-civ-spouse, Adm-clerical, White, Male,38, United-States, <=50K
38, Private,9, Divorced, Other-service, White, Female,48, United-States, <=50K
26, Private,11, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
17, Private,7, Never-married, Adm-clerical, Asian-Pac-Islander, Female,24, United-States, <=50K
33, Self-emp-not-inc,10, Never-married, Other-service, White, Male,35, United-States, <=50K
43, Self-emp-not-inc,9, Married-spouse-absent, Craft-repair, White, Male,40, United-States, <=50K
58, Private,11, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
53, Self-emp-inc,9, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
26, Private,9, Never-married, Craft-repair, White, Male,25, United-States, <=50K
43, Local-gov,13, Married-civ-spouse, Prof-specialty, Black, Male,40, United-States, >50K
31, Private,6, Married-civ-spouse, Farming-fishing, White, Male,40, Mexico, <=50K
30, Private,9, Never-married, Adm-clerical, White, Male,42, United-States, <=50K
25, Private,9, Never-married, Other-service, White, Female,25, United-States, <=50K
57, Federal-gov,9, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
37, Private,14, Divorced, Exec-managerial, White, Male,60, United-States, >50K
32, Private,10, Married-civ-spouse, Sales, White, Male,48, United-States, <=50K
26, Private,9, Divorced, Exec-managerial, White, Female,41, United-States, <=50K
45, Private,9, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K
53, State-gov,9, Married-civ-spouse, Adm-clerical, White, Male,35, United-States, >50K
27, Private,9, Never-married, Handlers-cleaners, Amer-Indian-Eskimo, Male,40, United-States, <=50K
28, Self-emp-inc,7, Married-civ-spouse, Craft-repair, White, Male,50, United-States, >50K
32, Private,7, Divorced, Sales, White, Male,43, United-States, >50K
35, Private,13, Divorced, Sales, White, Female,65, United-States, <=50K
36, Self-emp-not-inc,10, Married-civ-spouse, Exec-managerial, White, Male,55, United-States, >50K
19, Private,10, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
37, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, White, Male,80, United-States, >50K
49, Private,10, Divorced, Machine-op-inspct, White, Male,45, United-States, <=50K
20, Private,10, Never-married, Other-service, White, Male,45, United-States, <=50K
64, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, White, Male,55, United-States, >50K
60, ?,14, Married-civ-spouse, ?, White, Male,40, United-States, <=50K
32, Private,12, Married-civ-spouse, Craft-repair, White, Male,42, United-States, <=50K
58, State-gov,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
42, Private,9, Married-civ-spouse, Sales, White, Male,50, United-States, <=50K
20, Private,10, Never-married, Adm-clerical, Black, Female,14, United-States, <=50K
42, State-gov,10, Married-civ-spouse, Adm-clerical, Black, Male,40, United-States, <=50K
25, Private,10, Married-spouse-absent, Prof-specialty, Black, Male,40, United-States, <=50K
30, Self-emp-not-inc,11, Married-civ-spouse, Prof-specialty, White, Male,65, United-States, >50K
37, Self-emp-inc,13, Married-civ-spouse, Prof-specialty, White, Male,35, United-States, >50K
66, Self-emp-not-inc,11, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, <=50K
59, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, White, Male,40, England, >50K
44, Private,13, Divorced, Other-service, Asian-Pac-Islander, Male,40, China, <=50K
46, Private,9, Married-civ-spouse, Adm-clerical, White, Male,58, United-States, >50K
59, Private,13, Married-civ-spouse, Adm-clerical, White, Female,30, United-States, <=50K
25, Private,13, Never-married, Exec-managerial, White, Male,40, United-States, <=50K
17, Local-gov,5, Never-married, Other-service, Black, Male,9, United-States, <=50K
47, Local-gov,13, Married-civ-spouse, Protective-serv, White, Male,40, United-States, <=50K
47, State-gov,5, Divorced, Other-service, White, Female,40, United-States, <=50K
30, Private,10, Divorced, Exec-managerial, White, Female,40, United-States, <=50K
20, Private,10, Never-married, Farming-fishing, White, Female,40, United-States, <=50K
26, Local-gov,13, Never-married, Prof-specialty, White, Male,55, United-States, <=50K
20, Private,10, Never-married, Handlers-cleaners, Black, Male,15, United-States, <=50K
33, Private,9, Divorced, Other-service, White, Male,40, United-States, <=50K
48, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
52, Private,13, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
37, Private,9, Divorced, Exec-managerial, White, Female,12, United-States, <=50K
47, Private,9, Married-civ-spouse, Craft-repair, Black, Male,40, United-States, <=50K
40, Private,6, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K
48, Private,14, Divorced, Exec-managerial, White, Female,40, United-States, >50K
49, Private,6, Married-civ-spouse, Transport-moving, Black, Male,42, United-States, >50K
50, Private,10, Divorced, Other-service, White, Female,40, United-States, <=50K
30, Private,12, Never-married, Prof-specialty, White, Female,40, United-States, <=50K
34, Private,10, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
43, Private,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
22, Private,6, Married-civ-spouse, Machine-op-inspct, White, Female,40, United-States, <=50K
35, Private,9, Separated, Other-service, Black, Male,40, United-States, <=50K
26, State-gov,9, Divorced, Adm-clerical, White, Female,30, United-States, <=50K
62, Private,15, Married-civ-spouse, Prof-specialty, White, Male,70, United-States, <=50K
39, Local-gov,9, Separated, Protective-serv, White, Male,40, United-States, <=50K
